Function,epsilon,Peak_Index,t_value,Peak_Magnitude,M_coh,R_comp,CAS
L_DH^(-0.05),-0.05,18,5397.0,14.209161145119284,2.0119133702222456,0.00020154149229973615,0.9079056879482655
L_DH^(-0.05),-0.05,19,6049.0,14.115322391921518,2.0122214461650394,0.0001948931207319025,0.9079056879482655
L_DH^(-0.05),-0.05,20,1770.0,13.905136062453971,1.5402182765125083,0.0002292651898494511,0.9079056879482655
L_DH^(-0.05),-0.05,21,5569.0,13.814198832013064,1.8928909963667215,0.00019837391089897122,0.9079056879482655
L_DH^(-0.05),-0.05,22,9812.0,13.678807853541294,1.9847711098734588,0.00018417264763051071,0.9079056879482655
L_DH^(-0.05),-0.05,23,2742.0,13.566083416983542,1.7570845481610222,0.0002081059911688957,0.9079056879482655
L_DH^(-0.05),-0.05,24,3938.0,13.329213236689627,1.9524491115682578,0.00018425343534829054,0.9079056879482655
L_DH^(-0.05),-0.05,25,5155.0,13.244705544073582,2.117264101027887,0.00019671192991580017,0.9079056879482655
L_DH^(-0.05),-0.05,26,1290.0,13.184375415191452,1.7828422071407006,0.00021392323538243712,0.9079056879482655
L_DH^(-0.05),-0.05,27,7638.0,13.1265753978887,1.9232395054907463,0.00017447760289479008,0.9079056879482655
L_DH^(-0.05),-0.05,28,8852.0,13.071086572027442,1.96741640113136,0.00017540951995220189,0.9079056879482655
L_DH^(-0.05),-0.05,29,8090.0,13.032963829045249,1.7166726593043427,0.0001995901063916734,0.9079056879482655
L_DH^(-0.05),-0.05,30,7810.0,12.848997553974781,1.901241023549272,0.00017744548456497601,0.9079056879482655
L_DH^(-0.05),-0.05,31,7111.0,12.841065928064944,1.9560678465649597,0.00016773765992709352,0.9079056879482655
L_DH^(-0.05),-0.05,32,8317.0,12.83288297541604,1.74222429891304,0.0001765028254561541,0.9079056879482655
L_DH^(-0.05),-0.05,33,8009.0,12.71672038635622,2.0544441485400347,0.00017566447019715215,0.9079056879482655
