function_class,peak_t,N,D_magnitude,R_comp
zeta,4850.270070541736,20000,8.162166831844514,0.005465400117945017
zeta,4850.270070541736,50000,8.194392136020852,0.0024213073136657272
zeta,4850.270070541736,100000,8.222322390620667,0.000993529591696
zeta,4850.270070541736,200000,8.265173799933134,0.0012235519924726082
zeta,4850.270070541736,500000,8.213552485256672,0.0010121125636064737
zeta,4850.270070541736,1000000,8.133249167505369,0.0007767683352303213
zeta,4850.270070541736,2000000,7.997033788416823,0.00045997836637796924
zeta,4850.270070541736,5000000,8.039117247852122,0.0002116317796587817
zeta,4850.270070541736,10000000,8.271863815959124,0.00014515580270555323
zeta,2882.8393683017703,10000,7.990947211003112,0.005325309461823323
zeta,2882.8393683017703,20000,7.986741604377986,0.0015581346838363385
zeta,2882.8393683017703,50000,8.082580949593053,0.0028362342592697072
zeta,2882.8393683017703,100000,8.10319967283866,0.0008926542034545668
zeta,2882.8393683017703,200000,8.124713027922544,0.0008872888056609685
zeta,2882.8393683017703,500000,7.771573731189863,0.0007324088657544611
zeta,2882.8393683017703,1000000,7.690299799814759,0.00046006902134634176
zeta,2882.8393683017703,2000000,7.599176136076597,0.0005102933448790824
zeta,2882.8393683017703,5000000,8.787527692108899,0.00017429007204408303
zeta,2882.8393683017703,10000000,9.094518924761696,0.00024814374942690447
zeta,2121.517362858011,10000,7.659715420479849,0.008557187659952734
zeta,2121.517362858011,20000,7.656671610732356,0.004424990740542462
zeta,2121.517362858011,50000,7.795514162626134,0.0014965556600525904
zeta,2121.517362858011,100000,7.825116931451284,0.0010707586772132776
zeta,2121.517362858011,200000,7.850028433540525,0.00029422850794535006
zeta,2121.517362858011,500000,7.359813930207487,0.0007097369013180818
zeta,2121.517362858011,1000000,7.240537903557902,0.0005082422047974237
zeta,2121.517362858011,2000000,7.126918845270771,0.0005726054890550289
zeta,2121.517362858011,5000000,8.730944421687921,0.0005479429919147926
zeta,2121.517362858011,10000000,9.18042989663347,0.0004969482262177893
