orig_index	refined_dps80	seconds
484	459.67137298300726429775257592893650666313906467125036125643836433649961441866253	1.634
492	465.74443576508453217892100281883249092549769325266735016509898332992851625892602	1.742
500	471.27627656635667958296473315492779250576295968416557573581938128302200208738230	1.984
508	477.22310588709141859829375151406668846638816606537631720292085708381157597422962	1.826
516	482.82833471843337501856341301606442692611297795027018143390587894724946861219792	1.856
524	488.76697237066562249475720906414029685679350991739363023715599947816667004444957	1.969
532	494.30443545877423668626125140994667216334416352893821925638235495903204534568235	1.982
540	500.19221225405438475956246957668112419759631939199470912616316891320853754635704	2.265
548	506.20596637741147677456501223562336837450246916152374099571193075300419551197437	2.114
556	511.84402800866879731221429584175557448839213467067806742611263443157494504195982	2.088
564	517.43996300573537001479463721828626630135274229700028478566032627688253133049077	3.384
572	523.28844925825511450342465002870656305440065389091149061286364792653667776569026	2.388
580	528.80230835486553948719908665553929237196140450629510429434106836335338309961278	2.365
588	534.40924416308652902607046119696540045210037737333456815093108445197584906458176	2.375
596	540.17927398553887087017180528240312819695409516321774839898500635052065397824620	2.712
604	545.77289400769553791606307284870426908062120595596174768646854474128468786717505	3.678
612	551.70807611018292012023391224428499355332463896185451846933612073557402599986749	2.573
620	557.04683706421793036653536661624345443931118708903585722630540223687450202263217	2.706
628	562.44862909556947460723827740207844519205471050716952168170123397159667687365318	2.610
636	568.16954538760702878379632191389809455368961223689480450409609936107175792915063	2.686
644	573.79313882442128949902267167596836457883407186440185406630012073596800402708859	2.819
652	579.56155529651455875934372527254991034454989913138622604119480647290936989183431	2.905
660	584.91737237893964257140229535520924342383562460376118411987474095307737376061969	2.900
668	590.26505950537789354758242999154073770923790967587293669967526645178956222841049	2.910
676	596.31640276726796289506417858822867865199293747442652782268659398932623447775503	4.130
684	601.39113291606769010505089315354436558201299482868123294770719005510951645073514	3.233
692	607.10577626990178418167127674975527422100924103843300077324399946207488864954285	3.284
700	612.26181398325112060259376546384451922672672641741731691929043952905951001995421	3.315
708	617.79345657345372171013502250345205217970257510918944206188923174979712754368866	3.447
716	623.35918422947139868556573927774295484040280993907726303136744144587187674575322	3.377
724	628.95454126515414748921497280753318770818814796480025007941220383588898289971115	3.482
732	634.38200869368431670273200794336931635359718763627157745510201289866102562244828	3.588
740	639.48607945771702001617040287867179138928299191308555783395364186932861575674780	3.718
748	645.19594439297384791271011869130932307070245531178988664480501195704262411709951	3.839
756	650.40607026195760851031146318137679958845720767476270225697810532340198924742168	3.700
764	656.14365226374970224912651773047783675915625609039043630924683095888167889028510	3.787
772	661.43976042225516167601235576431999888992624694647234970391946766221727081349039	3.972
780	666.76577226673208535813200283138901134752018931591916181399842771673105795406925	3.984
788	671.96404533133455667895536052152835225148029509941515519218245423671388106678455	4.049
796	677.85357491109521148614992677333937792828607848310068258387580651335428900913602	4.200
804	682.96163358893905527373006560641033825331483064798659949048839700887313983991528	4.192
812	688.26951642820784533931371066410382062742607229159608445861709274198402445660407	4.345
820	693.59659758854998694923983439999475528710731931853230446300253769058827957561843	4.615
828	698.84763933350191695323225110563183792474054638081345388283159679127276075614829	4.719
836	704.23030747193002938537546762653882351135391096698170121406007408227845996071698	6.160
844	709.45843569821597678463030373571785615743480411273286706165534056712274112723709	4.594
852	715.02953637161090137220004960240082146432351591138977553824485091303616769020580	5.163
860	720.30656760515387619834165816586011177542605145917904918047701586994124988962224	4.825
868	725.13461475418134328639423842348221524636321135912054826324110713442605654061755	6.860
876	730.51439438548460466197192324524949768303547311731478414329821756489867517469303	4.986
884	735.87415710336242029735017105165764175997639451442299513691703476792766239651542	5.082
892	741.37509652844260558691274916326760973489611298943339420118889621591388228659034	5.066
900	746.84935987236606653642507919108466661888803851051460055132028025880735036375344	5.274
908	751.98543971385884071695662127174725296658646769099289968314661814495383528524438	5.358
916	757.05548326367163264440065406208639201613380143084251998712712779661279768912609	5.616
924	762.46792255156676151831697452910900542004006917965274848037378908749617464292226	5.557
932	767.48048633439213644452857966432284482450261811589154188938116920333508673902574	5.609
940	772.54154063944638966752716309026987144444715010152966273283118857713639493461545	6.013
948	778.21379685338493748878653253439201240631806290540058563686382778336909027820920	5.848
956	783.08542696155581237811907352055489531040569656111715390867981930994367273074983	5.956
964	788.51473360063646635836761045867398138032269296080466965980037382115849678662433	6.315
972	793.68248178620941395317152437642240963803869798452902710225961869816902903813505	6.217
980	798.48084453154930975969207241947694474870154134211019814477483263359092695253873	6.307
988	803.81659340262053632394936789013904594045108620602957062154835275484704678253929	6.466
996	809.06147731834913673662436776103521605716964430291084574351912758529586905520896	6.603
1004	814.45400697681480967559635776959062400967151041632946890421515133270695179329611	6.786
1012	819.81562934442931792875783930022112152014182052149069684415270668798250236199078	8.368
1020	824.74960661824881722133752793735591558215537168705310443291670042634526712770101	6.639
1028	829.53410910710397370740950688992113451994743825386742740187692976674765666784940	7.225
1036	834.98836710073625152121904638869434065481301366084786006950831360183436521556260	7.185
1044	840.10448676834069353228388540805567983624963514085331744487732320376407725583535	7.001
1052	844.92724047078234609428378310478608125186499537807873512395153175420837803171784	10.161
1060	850.29092188724714902268342025380042595546160828212712601311173629308712456304471	7.408
1068	855.51933898644351428587841041398938622087870696191698964907604499484331211881218	7.827
1076	860.70427281131621733885439949120074014512339865221770506597222204975221629127362	7.925
1084	865.63318831136571598456139634091112136124829581424663700485240651093637438954041	7.722
1092	870.79735055155618429804235512643202753462614522187107692843726803361415274999405	7.851
1100	875.92607696962898169177278556434354658191409218530301857578792653348370867426545	7.985
1108	880.72076421909414464267717709802718601886941949008648334747759979675115153259127	7.933
1116	886.34743383149104901107620576460954149140928482062633530775881493150964149733897	8.302
1124	891.13258700014916301625485747256544744187201479799311552789875982085052823641548	8.641
1132	896.35596482484745554439193654865446467889269022147398780174603575187843396986803	8.467
1140	901.29110819599288014188224515203007533836572454204717001165995872217193437494558	8.797
1148	906.47602326827604118326179175720051476102170188088384625689552587648224502200100	8.740
1156	911.54969700824252801400187668487854040706982176286067121820403880346384378042190	9.173
1164	916.38144187579160546733739591878145541096587546097387038769548685684954417126923	9.174
1172	921.18689657481008796069968054631099526385248712498921425994658351005858381931156	9.257
1180	926.48331153329499050334507476058423309748536496650311484165342084349630229828869	9.585
1188	931.42369347578666514312826225697011250845214614368731994311008621800137134789182	9.501
1196	936.38107860537104527833156244282835961003180091276338637170150022564575759118321	9.292
1204	941.62080640764724416337234941738852968869530976856386631269969628494404785377000	13.292
1212	946.65319946122743957312862485314978445645427021739023938599127807674734540034115	9.709
1220	951.69324762043179910822669623841140990046304237061508473573266149515270311033070	9.915
1228	956.79973352318301006631706810059810106694294957817379630305767199951648822809655	10.109
1236	961.72805124958496069725642949610905567045313655814103719670630783730604156248405	10.827
1244	966.56733477212396452081687710729088414014469344600315547949443275638919729510006	10.105
1252	971.43459891762764916352765289694216803247785753912504816509216796530710667771404	10.671
1260	976.59933440349140637380529462292892754918015206728582910251738955190537767419105	10.652
1268	981.42670738802292839444417349002116068497091823299571497905580999449452955398188	10.945
1276	986.51508929304532685251870689716155550089807462114336460290438113859402408065263	10.855
1284	991.46331097232364086000859555362139067526355462874517800794054130758857061594629	11.054
1292	996.89935230876400171014702827829819523900468337253998346558876329147525961695659	11.254
1300	1001.3213322383887076629532729091550119377232163636951533720706360752625626564908	16.019
1308	1006.2937128986818218083920044401764725818347505161730202857137766577368147916775	11.703
1316	1011.0911168061064601629667053222862472760223716511262781719349175759702088206283	11.941
1324	1015.9868168124785974695036905180651121938477558645173015969625673486713341522063	11.913
1332	1020.9227655863634654048366825138137383669122113205263194273127257320067089648350	11.809
1340	1026.0562708767880997135419553589994524634195738986105381690167271977399980417582	12.458
1348	1031.2628077706116675138951740917409351334338650740448001218106813302331056214218	12.428
1356	1035.9321551242393328686555617419694967791971591298803139722805838736293379984648	12.496
1364	1040.9062619284195718664192956904381801011836743367823422012870382046673542670735	12.573
1372	1046.0704799239603898724993755316840337611691260999631317251610164564655213518004	12.532
1380	1050.8469938146835543909822374596066348657016607980887347963472098413154998003994	12.595
1388	1055.6662146244158228019786137423270160888434804197168635922342812868089148344526	13.533
1396	1060.3964642412689498219895568652665347750976255377574513011683971939668012373855	13.396
1404	1065.3458148152022886959832741676134380922897350063566202870029660866090033417282	13.543
1412	1070.3552157353356754093186478672961636864501016749699864630145446641337653698793	13.665
1420	1075.2533316860384337545576136409754994464532724891763477868909514164253390419621	13.443
1428	1080.0019597562408718192063662822708599337219911006261710871337452993358137546592	14.452
1436	1084.7532475561355186618803519890947755013014056601254451954038758422507449674203	14.234
1444	1089.4609439629734854904352811042242341650085624887244767694542487595439240636214	14.063
1452	1095.0031409902066106135869417227161165268029700261808219391489740796930858517289	14.616
5	25.274636548112365356745324193133463118595926731229410875258225278115768939943605	0.046
13	40.219034374221320484629232128438930008836070115241229938285491921511324450580124	0.055
21	53.066714235425809340907442098415727321164011035019892376794209832134373110702959	0.075
29	64.086645718926242545600824795726509755607627190841571759603825592625424975825337	0.082
37	74.095825440017948666339727844467813862773117954115072005422526638316252173654467	0.101
45	83.975640355764976838107548541024560058142832005515945653994104627066613661171778	0.110
53	93.769123947436761306472706766244721823910206858284801311537862263244176961773309	0.120
61	103.16663591563628590980075939766359319840920500485713839736293194381906867640983	0.152
69	111.53473540163910954235010712948742146745673262010235697332125057392298259944545	0.160
77	119.99454209523629812300791986430082374788706236990301673058779629649504280531555	0.219
85	128.62383894451063931051406535276234581041701330931466270975919493097132529205944	0.197
93	137.09033471100446855826064596015259781899482348837599824884502864052994773569527	0.198
101	145.16531200640685314052755181641970886595090559679220835311136294207365651237826	0.207
109	153.11514719403141489947395412579741556096712405261148315412407842603465617857795	0.252
117	161.30637028118647057724387012642751254386140220476132114535928467566866476491727	0.264
125	168.65912478472608551988665898036529358693518053185284276686320058483821859485545	0.347
133	176.16657779172300891498937829658781623111786392426373272906057346200321627394353	0.469
141	183.52343657843722505448120547770561506898988615882582955949447751133421207184660	0.320
149	190.95836568931656577545031127671743991200777066848381720080537199776845690177569	0.327
157	198.15694023011511791303592901688293932564060075139937761408296405838897291069058	0.342
165	205.62353127572944446970571970604460525883498384775318733269234386012739121202965	0.354
173	212.98297387660296347108407175279158396906567423365239303471111737117576376798037	0.421
181	219.61966340315016749693604246508584261221478169483347234530388036153898716754375	0.417
189	226.61421715312474273137465955334580513167045151773975600060907195200527873603345	0.447
197	234.10100640286047554793014304005859032326454843589643560802665237528025350103789	0.475
205	240.49240832085927346210018008610898955814505083989558481632372912337858129747424	0.516
213	247.86384408306160895083076809374961857868646469494654556148619380678473585258310	0.554
221	254.63645658204746011262513966482037360874198268105727584031118834919974489103027	0.538
229	261.37651901860347065390263829235615897455461578490602264906783164895746799251989	0.548
237	267.91431305532797314002381148913190136265063617310342025002085195969497970127813	0.607
245	274.59698440175006146094256511350290004951335131084317325045285352848927486370636	0.614
253	281.32935854899298296960445250660077392737488087898157695090625366127738096992455	0.647
261	288.05328988396470437274257524565111901974665300924491262165595645589374495279579	0.642
269	294.37242905654832615108006050174396083148315869511286307543092848179183159330860	0.740
277	300.60530927763951428987829272944001852384397244085169727616161570619198921997994	0.810
285	307.35187597217889229718004590253946432190739630918873955150849859628950385380443	0.804
293	313.76602024340733612349723098752752129917639008480119908633767412469014115130266	0.814
301	320.24268372314843941705284107894260922866986632692198066099089654913136829659036	0.775
309	326.32866604749412767806736100099515356881806659359744844236054924112362790597322	0.875
317	333.24901964508493862344166470483189360854211442640460282443129656208516901043914	0.970
325	339.36876123004078903560721623365967350842182924612204573303068582702173766973396	1.099
333	345.54245366777603282270148315214395371521091079211512178083786438140945980932893	0.940
341	351.97305194841775222320607680689080717761415593886763440572152476261877389200493	1.019
349	357.70315850969821708277503860593854534346107428324866285769935117510101715833888	1.036
357	364.02288591069563919242859735612148632250073415899456644162217290295517680520880	1.055
365	370.42751442606738832915054891326473479012359578641148987711753869170951754347792	1.203
373	376.54129504323101451489587838226600639242323896574969428691686781847310506605481	1.146
381	382.54300137107426665176740124134053984842503227588435359208680469540950366278874	1.510
389	388.99736766220631963423553351591259442521285080225601415892958633707126365944621	1.216
397	394.53995988059264900832980564942547589031512108909339862031475206365698438269557	1.321
405	400.48865367867980855685945600630712968079730205970652219339724976932013467990800	1.270
413	407.16907265939347222990545725190469977095509184301135791290155391664116017514828	1.353
421	412.99096939291439832980119980210297610686416704990844948776843015634211515634151	1.405
429	419.07495384393787683724611402690882748760068693823274497550405534425069112250326	1.396
437	425.42695552223744941949728036373456101955739985965935791717644488762782784435247	1.402
445	430.98992180682802080594051465133909732918888528962976105894179747102498812637200	1.427
453	436.47457024066169093010860844266111113881688916593872476646120280547348831881332	1.589
461	443.01192446343530383114566458361507347905034603381625402867785305131865355751953	1.616
469	448.68756136515430153878353026108027775073742838203765451978197458952046151706627	1.613
477	454.44853113995594348605828331705463502075977282905771120545509708316025515087716	1.740
485	460.56959361986366855120227739205608702051349413046960785738443933670228538079996	1.654
493	466.14314060046867858207691224965832142176613496271525494417086283030764142941993	1.794
501	472.08536741232624233400234966333331231992029648695650647785910010717903868276611	1.880
509	478.00170105180497908113385995798320152937651683242589539526909918345244551040957	1.839
517	483.84782392320774296882175460714195097770313740930614007253598008565300369599952	2.609
525	489.64976001336668970057911371503407674836675625729604671654573516851253088882265	1.998
533	494.95819990271986161783717224911861711554685425301919339122868774810190710427364	2.011
541	500.81309677133789151135186651748671073711208056465896397675552935879982165135339	2.054
549	506.77990200696540394382439941077025068926750668057102205667359617427547505651449	2.102
557	512.37257513409960243008872690338164669992880640462054969205616902415066602783190	2.158
565	517.69808248484589578540840053406358619110652992120187727393284228700804697983904	2.323
573	523.74265105860633447278341263185760831409975874574143815399180798974983584170710	2.400
581	529.49060431540304072272003439620606366510359037849523248457121521741161864245903	2.362
589	534.97920727481228326235732739891297252646824099921552122455071004372989115297050	2.345
597	540.87571694570657560005207004704353987165619665463251373286467779352736290418709	2.751
605	546.03531046905171167712361251124379319707218794021220023998435756760182929896254	2.585
613	552.02830491809388183639186226061995998996850528154712004889531742864014694250555	2.625
621	557.45807817638265264421067482285066597537250647041373999456917173416645630758785	2.674
629	563.22256882048501062548462690491585433497855755398056593390493999901506780893916	2.632
637	568.83457317118045710223675733094947425710258570905323086906537707760223081241631	2.925
645	574.65775771096508914842437007716543064304868668548059730031607580253175208150141	2.918
653	580.01316647262775894381833289000370296063468004024288678002815322869446360002286	2.961
661	585.64890285326326517703449159261686182951893465564189837224198098860402987524877	3.025
669	591.02464354584743474310145249480904504942061555580579103115159651774598412292145	3.091
677	596.48327608437132118396269997431291528916842508285621438196046536808968128533646	3.090
685	602.29842529465183559781581151461149830790117478388080331178405655401276382864555	3.230
693	607.41163090951355441109574817261770788987224819259050172423994151655452461779419	3.317
701	613.05266647382472908591457086175647280257533955717507573052377705905059130803256	3.270
709	618.43131308110501084353416189363904724688437615569906930145800031161810245594208	3.451
717	624.27769248118763551555911256414479644359315666984741055686638767765470403886104	3.397
725	629.69361979449945374724335416904162888576331306097359398370023707274074755209578	3.504
733	634.86607029346031656618385599046975130857723156447465390370911854111579218019395	3.629
741	640.53454557733124927553512555173033946379419749959920971306971628680159301315178	3.737
749	645.69219966018429679899185538997424967415192923470286958953193592928640200157965	3.822
757	651.54223984243732513521466759349201956339738948707531128726616860602292233024966	3.798
765	656.46363450193907059914381021965385595265943892537807217550184700295322077321070	5.137
773	661.80262064214710853314524777237982469778627415800448142565685057178119529015839	4.027
781	667.07476503853050533149562103876373644620580971234952093694627149430790177001370	4.106
789	672.59143411343126319251606623980751702341268254883866982713004749536505572306007	4.071
797	678.03721085003868126534491537167012372440850746810990504747025521981826122920852	4.100
805	683.58624514233843186144125480502101852047997974031886681284899928770393515578760	4.286
813	688.97002748931649718386964326372506639134273213576497885201817403050474834688213	4.452
821	694.31441585533918721029691822374244435330769241085251350761449223705702294979515	4.496
829	699.49124653512715278497617605219808543608834980495572100114098841949485223600906	4.515
837	705.28938674652563446529868737813867973621174475025589260223857196724206577399948	4.601
845	710.25371379714460677226050289618900710394197764975528657938706922387643413445976	4.529
853	715.80073367913547219457253812823025060277630552572841172434026517476233233787710	4.971
861	720.64268845441192048763308991174221699315920496315858624072555920281618577067021	5.082
869	726.25914738559870149122772631852882353873457864621063902387455811513800600225716	4.977
877	731.67908447392400995174071528670549640609468149776844576198020846291900476562448	6.936
885	736.42956808985730039028086805726929175451468880310259381615694198546587250893596	5.177
893	742.10105092110474562938208420048467107539030975874615985384712610562346784061299	5.391
901	747.11180976071366092241091025784871653579393902019960940222081120885332754311396	5.405
909	752.26914574925284262327607864937268308253386823863869337358510305256762074609015	5.398
917	757.84553164374792071027597829725649193550870771690777817178229856204052977789698	5.462
925	762.95213883163137142598668196937428379161549476315585661939617010681029189124667	5.725
933	768.54989828202839655881399586235978422260375898826096291725262710369313271223368	5.357
941	773.83165929545045696895256755443338900242352567726804400299245425730850452831571	5.959
949	778.79827286167887861108036058793533044690115398751680337911062627282457327812187	6.140
957	783.99547907781287808835359864537969935654745987901159265389065870500052626099434	6.040
965	789.01716195292445514421442686965207142918969138231906590202881562010850031494764	6.220
973	794.24946043545904846862892270003752594486551098516635514410776441320747420592823	6.011
981	799.11402580061996073278980394363520906140271238588827256594880316181543241220640	6.314
989	804.81195194369060006761196208793109609188335925081471139504096039516345566186334	8.655
997	809.92205408552401059609990751490440241709566139651156245486957765011713172330008	6.593
1005	814.90798414109737993830139879229305530313206612137995542217401650543376440591683	6.907
1013	820.32766802711192108934687361160597310316365097529126607097629355797404311535387	8.709
1021	825.33658788005663580594144004556758918017003754290348758372272639219711700333575	6.796
1029	830.36817292436029326210244435668679051197318443135014959889951318939025279455141	7.105
1037	835.29546725897417286188072928483938478211491947730986635359949394703260469872050	10.109
1045	840.84736688361261799932670932143401006225408376501464995241036734194269125589590	7.116
1053	845.85373260604464959100969352932379126760771803982135399129104788279935857272268	7.055
1061	851.00471991994850258897663366192317577345724702152873760517395053421214758416328	7.285
1069	856.08597066416966895729608709324405139315068270057336809291788079583654419011620	7.676
1077	861.01346242377855861360533733307846875547198877047808621622972436433936720916036	7.949
1085	866.33056525211923112019523318522986595775171699494716953112061238934040890001802	7.901
1093	871.65617816189223306320452851558018988597626566508491654666945562023515238486514	7.746
1101	876.59627930131909212195251346259704565683016844927309645560784172072791461711564	8.138
1109	881.53692432664768962157935129620277683871982043042411208471222238127252774956242	7.959
1117	886.92907778903587593406422910608541454354780073964059275245496523568809401996211	8.343
1125	891.96860014426301270200979016071413185619548616465751000624579835231026334730958	8.770
1133	896.70404324198925077017661822947851767611617735095098007204645911391659377170523	8.758
1141	901.74264893020807813807212804365490495107854042282119760656014522426673149843480	8.920
1149	906.90428129847602330695738978778260219028079511894708458951715758706935982529560	8.613
1157	911.69373416239744962575455618784396077957053299734392408932740656275029143954712	9.286
1165	916.85711566594779686475793126448456920269852649260606795918316238669802536599091	9.344
1173	922.55823965325087541755092795004608501381272086203756203289343581360045524553619	9.336
1181	926.90998525945920405085709968853799464514293113123569343118396787362770323069524	9.317
1189	932.26207270751553682848452609256064149140259861900819779323003246025496266152618	9.549
1197	937.23993522765269189276933035456545842925055528661390546945372859072262990460082	9.669
1205	942.38256942424128638124896795659229997760996876259624108032605405333018318397653	10.168
1213	947.10455490560615861883886484154397805009119238753338750208351087210066094770960	9.796
1221	952.25134428101033010628487782371404255438129455663350521029113377907945716466291	10.058
1229	957.25485667537599132467538205586438866242189685734851776691624013162539162511005	10.141
1237	962.26933387794282321080113621203561281494909550896880691426622671285579789961273	10.344
1245	967.18174176813639081991335689690361652928952279920004879589856522030305096195383	10.756
1253	971.98283643974636534544856698232360364095266195966016051993123541178534737207511	10.604
1261	977.38699164681661438184524163119974117275599037049004870544358732273260735787753	10.545
1269	982.07639789735123788904486325866904205048314012732165799936535948540402404362217	10.830
1277	987.02116891920416453880279419449068435714012487544550019116363857010756818831102	11.070
1285	992.11435859915896852398429911949673977032278240317765919267827385272513481859355	11.314
1293	997.09545603791845436437620209072596336747309853531830400810171727871689620641984	11.478
1301	1002.0689612276261356762474825751692281661724582480265335146837464007189785551342	11.600
1309	1007.0105781038679609786520089573038843751029817273470253994282323299907201308766	11.445
1317	1012.0107024648649577284110372665688428179200253533558319897161586861912918806218	11.900
1325	1016.7750219564156269704976306657638790751626525560236743064970139020594693206527	11.820
1333	1021.6885975353436981067285655592565901678621740978024813236330821343753955136630	11.754
1341	1026.6587684009458621823930745802331624647547973943878934673290192430850148364829	12.292
1349	1031.8576484457173840586828632031857711764498976352194982025429446500148480184523	12.543
1357	1036.7715898121755952368918789572662619778849480378295177830771968818109854390471	12.483
1365	1041.6766399287373940332072143732148246835531440670998136638280399187801498754423	12.972
1373	1046.4449135253192650007369790165206109386717464538942016935328285234244383709769	12.553
1381	1051.3289898042176111651065081893337980425385069368891666221001463487692605008713	13.067
1389	1055.9939643037065618654585475579537374827137255898062943511836405293028536247029	13.047
1397	1061.0886709351594752502539946314271033057344504473100505504676748301225470664009	13.591
1405	1066.1746277129194067059052722388599203270274610672794915172226525110269828642499	13.536
1413	1070.8861621169689734019210151146454626285806752226964435754847702945858920826173	13.865
1421	1075.6632606624073059552400095467898208144420815553716834782513876443346967564903	13.698
1429	1080.5812626008562901427640009370401673219761029719649522542083442643112315877158	14.322
1437	1085.7356843888118800237897637841899823772022868603936437343820740330318507311990	14.489
1445	1090.6657225961977054822944117239177766642515578021111027759830141742439549003917	14.091
1453	1095.3772327679390526961977224889188740324955962340859832929130408385916553644489	14.301
6	26.804391158350403032575749233584564747152968004979326709833614768163711854029054	0.050
14	41.730492289307848831122446403133189582684196595828772000785964263507136380920464	0.066
22	54.099952631562272980472767303579603766492998197969185978270605641556839562886530	0.076
30	64.848641279828264020522476483657233612097768322356463662374165249258077554686115	0.085
38	75.772161689764115082239384218949739454620048687493483134162172520350867337684230	0.105
46	85.462218148580062049165190400434509578316526267419931496330567383495863600545627	0.113
54	95.138078539773485414569978196800357464026070650799240446382227525524887558779035	0.128
62	103.81733899744642013442496759925442463906918350799295981879755571690412415470139	0.156
70	112.75715359897023852534599338088272487301955885306623494411121732627282704742474	0.152
78	121.78633067852093785802756696109543632631941740218801002164712861596344391505149	0.224
86	129.60342208412550243467729853204335235008901195318584970206866196498371186890208	0.213
94	137.70022292031720032960963483503421295747312117145275330757512692865098692388605	0.206
102	146.14877057180242708243609642722789387593891254088718360383430014282255352205333	0.221
110	154.05182909662410965480734892839353478749123578536804901833547595048991737147999	0.260
118	161.85035860513000800311231091072772966398424262542867479034834138102839517115598	0.348
126	169.24577410654469318508495913981554789701304957535863028142446603253608909189326	0.523
134	177.20782978258193854235410245047878942971194660950589199406563409883205706027068	0.314
142	184.76630258244914153531384477807398629513299255221996198843248398435668277817436	0.329
150	191.63281490265157478640583053700196579589841318852768371802977177971436263914452	0.392
158	199.31123215186825785440357687358930498814582156374065092226582289969948282527919	0.352
166	206.45515672971366518437611720471705927292589546097197621702656286051253295887557	0.376
174	213.42809296918465117006622814221340428399937200687313449048064224299600753617956	0.431
182	220.84248530069331387711595221219913059779899877450001226812699211078348224891581	0.428
190	227.60192591018093750292124776817779829884194539583073938255357942523757919499375	0.453
198	234.82674461273148544863923432540833679334823949408154960220871014486476324428387	0.485
206	241.86822899709363020027090597644760153151581037823095985049330830435161366644153	0.599
214	248.47495277965823578214272178990527988373829530300857909918892480585003565646340	0.539
222	255.08047993686349077393574011042702379796702926339369191195037757967386491161339	0.532
230	261.95598087894031424032590938750890636977490694364525031119559751574711825799479	0.578
238	268.51295425415481089543464942651805905239585052976992314181059222878928142386594	0.643
246	275.40981953612752753181925150564976904093279528308677150489610085939436505042389	0.619
254	281.98959489397148331054391700366035093798946042393117385007719469750320183109038	0.655
262	288.80066506261839775291345203671916931913778918407631108615616528123047339352295	0.657
270	295.02970120711664403386710087174386038279790629106309140103975554900508145005199	0.732
278	301.57845013950746432404024923376488391470366161516887725303668463351993392877866	0.750
286	308.21872922425790757055310505155646190216296370294835439751311162591680054994124	0.752
294	314.62790861849888290337680342510206310830725385178792810722488672500544544377398	0.816
302	321.24161465569879639411045607072265302815029469907583827185384652378791387339620	0.859
310	327.36782991421062651514996983439970180657900058247832721573667487405998133693243	0.860
318	334.08356897924001455459276576741123360459613763316746800642327647697022360743615	0.867
326	340.06735574397095931167791780417177361509402274945698703474931241058876481909341	0.936
334	345.98373717789924625816454379854949704883173353242964527913047920707609478359580	0.935
342	352.74407832635815085161870702396585292230750197086539628160826288439257570350121	1.035
350	358.60714487555850290177162648805823898995750105236181403360358601377141829132567	1.051
358	364.88907172830457863292814135690630774335558382694131211907381060396535367772984	1.058
366	371.20206903877925947922964697971170012120491152014940344652758097988627819944318	1.154
374	377.18358025719565211255541735946338183412094029284928965204166845508798955778846	1.202
382	383.59199710274394918902004346629487273793077375621533090091879571369076185896285	1.241
390	389.39903361505815912303931984564187660292086114184721009883176919045005197074261	1.310
398	395.74715489494486687412036333255571448445990384656501397617432177497372516400915	1.260
406	401.92003071132554312673716130855283855369199276522181221641214263000980181035181	1.264
414	407.93671873599462287966146745516562112895902434943399829367384740837396540489223	1.388
422	413.66935980694318455655411638886782346479663580925399587071707652669976701729220	1.427
430	419.68362333849435491729505480107115653021966735822264929879756482374486049093760	1.456
438	425.72447039184344017092639395456882697852427208691649600806848392726609981504880	1.519
446	431.71334424045118256160868682686487851278342524231163824424497293764916665444919	1.532
454	437.52015126124024502248453843753412497272097926079952295295020868660524589205845	1.633
462	443.50011649341176591729237809011698168743901819960688215867657349584894854117083	1.607
470	449.31077595888477244514288637427416735494284831112036670395671680880271351344631	1.612
478	454.94996536749185116933702986695360138970724894879204681639222348519712487936899	1.757
486	461.14660349868317937583572296940573205568125561039355613526158671066369829184626	1.811
494	466.84574435753302824856462814638834665737220937718874462570429712883724441404972	1.792
502	472.55298974421704105514209540311059217861125213756094855287149699198614399765942	1.860
510	478.54934017753979211613144674690926948480209273720969990666983500229449239056881	1.821
518	484.04002988221638422586757029229786417413542322122323610392747669753027306663055	1.883
526	489.90589849759701184302798262523787885740146201316955622285837989200111346602425	1.995
534	495.97701077565248708782545294607595357167331014381989132992345544818469382815043	2.005
542	501.66714599389198150784548576111068782328692969784851313249027036450480258227241	2.094
550	507.12220048803970744353590202246551637658237212883624301208633087093065880192721	2.980
558	512.90231700547008462076457281931082649459772961716264589649794681719611637279269	2.260
566	518.51570582422937009633118010233035460034837060198435591888807978482594056183420	2.271
574	524.66700825323202064467889043730213362126165119666483947487566574735041069284559	2.393
582	530.06523827111847771825649195926960873971002919387704101079576638465242253723703	2.323
590	535.96345260765906625048145536292123220571804734994872423132916324100101258157293	2.519
598	541.21470761423472004464204910950215794333734311821416165604923669541855011861753	2.460
606	547.17580337015020597782142870504767957767399752183677160837087389706805561321812	2.663
614	552.54807125589752263962835189822281459877917155898442695205567496894086263347667	2.612
622	558.45206895567033362178338143226399452058210070444416394130808023436618799516993	2.721
630	563.83548493586046040862853615775970748842384430231234624829820458787833165274309	2.643
638	569.75445490573597445862804610005719783881653446371051273855293051854864569889043	2.687
646	575.08973694168218820885505025886835983819438889792712593073564170132712819435811	2.844
654	580.53702908416368313182315147586921795502646476830659733752215229819007222628766	2.890
662	585.97660360812797422725236762345098690151526892794904462936501563106209608068885	3.220
670	591.67092810490903578180692466375884736001684949201707261280196241839430502000786	2.999
678	597.46688416871026971020928517534926460230967628025404558421640417354271952754611	3.026
686	602.98183809520948017189224835749072914593107519461352445056474403615759063816062	3.260
694	608.16142853625719105061774190933059652260272152469653613591275250303614765784340	3.252
702	614.23459513731881980451251551083226833152371017315805854912889927902959686418158	3.308
710	619.38398381549136461349511880815162116028961615239083197886147765204849761099805	3.268
718	624.73585097725355637415729800014635315823658745107614169029455090288243360840556	3.369
726	630.19287708059556937139269144635340980667640649482540966303354325435260331032241	3.661
