Function,Peak_Index,t_value,Peak_Magnitude,M_coh,R_comp,CAS,Class
L_DH_validated,40,2434.232423158536,17.563156767636883,4.976307558074874,0.24518452388666442,1.0472593456305854,Non-Multiplicative
L_DH_validated,41,7809.875257295363,17.543200412647227,5.434295259615197,0.2923917323631308,1.0472593456305854,Non-Multiplicative
L_DH_validated,42,2215.9322065438428,17.354829845830462,4.971408944270228,0.24470204842742588,1.0472593456305854,Non-Multiplicative
L_DH_validated,43,3984.1639611228593,17.203088573232115,5.381939830469039,0.2867849142454367,1.0472593456305854,Non-Multiplicative
L_DH_validated,44,5561.38302616402,17.110919620845745,4.795710639278148,0.22771129243253094,1.0472593456305854,Non-Multiplicative
L_DH_validated,45,8816.239255889099,16.68783610104097,4.579406134804821,0.2076332727474062,1.0472593456305854,Non-Multiplicative
L_DH_validated,46,6911.569865925899,16.672480369684894,5.545823543498644,0.30451642352102826,1.0472593456305854,Non-Multiplicative
L_DH_validated,47,7437.67338796731,16.539512092753935,4.897882932165412,0.23751739819007175,1.0472593456305854,Non-Multiplicative
L_DH_validated,48,1844.8218382988637,16.453407445707004,3.959916380459978,0.15525680930925992,1.0472593456305854,Non-Multiplicative
L_DH_validated,49,7917.933864519636,16.42471531397267,4.450325480893445,0.19609303847415321,1.0472593456305854,Non-Multiplicative
