t,function,GRH_label,feat_xi,feat_A_log_peak,feat_B_curvature,feat_C_roughness,q,d,norm_amplitude,norm_curvature,norm_roughness,norm_xi
38352.79000004585,F1,1,0.4734259155092657,3.0672124270860333,5.294773481232597,25.73609684141314,1,1,2.825653515429384,1.8763703532954692,9.120399445591959,0.4734259155092657
39422.26000004757,F1,1,0.4734259155092657,3.128707062982837,5.176846674614566,26.51510823846606,1,1,2.8807150701519375,1.8250561353230559,9.347690594481495,0.4734259155092657
39703.15000004803,F1,1,0.4734259155092657,3.0337346451583325,5.378405135978171,24.572060559019217,1,1,2.7928735450517768,1.893572396714609,8.651073027896086,0.4734259155092657
40429.0000000492,F1,1,0.4734259155092657,3.06322210210126,5.334807014402034,25.227574843229828,1,1,2.8189991247220574,1.8718129826418821,8.851548328673752,0.4734259155092657
40800.7000000498,F1,1,0.4734259155092657,3.141685328616977,5.095734852190792,26.93876648891881,1,1,2.8906789401899777,1.7848492306859967,9.435662968748241,0.4734259155092657
41452.75000005086,F1,1,0.4734259155092657,3.129482585613618,5.1804021410233645,26.64069907927727,1,1,2.8785421783534337,1.8090979365137836,9.303454137265941,0.4734259155092657
41869.72000005153,F1,1,0.4734259155092657,3.016489807410051,5.582406842220775,24.93176430745859,1,1,2.7740578498074067,1.9458210434272774,8.690293095858065,0.4734259155092657
41978.980000051706,F1,1,0.4734259155092657,3.0081198271849026,5.754886111988538,25.272211982185254,1,1,2.7662173652014674,2.004958948080711,8.804648183379342,0.4734259155092657
42631.12000005276,F1,1,0.4734259155092657,3.0134670144491564,5.705215570069177,25.51365643212923,1,1,2.770287230450658,1.98191017450546,8.863078818082325,0.4734259155092657
43111.54000005354,F1,1,0.4734259155092657,3.003391250791817,5.6347837113709405,24.444826643219617,1,1,2.760411912858442,1.9533345997700655,8.473958915446062,0.4734259155092657
43248.16000005376,F1,1,0.4734259155092657,3.046830348600718,5.576010334520546,25.490764045030783,1,1,2.800161431554401,1.9318148245011313,8.83130283406928,0.4734259155092657
43528.870000054216,F1,1,0.4734259155092657,3.003394991951664,5.853965669293084,24.97760137276019,1,1,2.7598895150422327,2.025656781195965,8.643037977510248,0.4734259155092657
44426.620000055664,F1,1,0.4734259155092657,3.03902889123626,5.6171520094711935,25.28319064007424,1,1,2.7915094147280652,1.9363037303825996,8.7154373372493,0.4734259155092657
45079.03000005672,F1,1,0.4734259155092657,3.1371048427234505,5.259333095446898,27.139185693202585,1,1,2.880770343753416,1.8080300002031537,9.329787831250691,0.4734259155092657
45930.880000058096,F1,1,0.4734259155092657,3.0164044693053182,5.666827422326426,24.83672746158903,1,1,2.768913880145126,1.9413283826458092,8.508507558083881,0.4734259155092657
46148.23000005845,F1,1,0.4734259155092657,3.0268335087392595,5.7357301238483895,25.40877168576093,1,1,2.7782299395547523,1.9632059090729999,8.696826670482153,0.4734259155092657
46348.03000005877,F1,1,0.4734259155092657,3.0623499681459703,5.598318702383307,25.712668935172506,1,1,2.810591264864961,1.9146326183243867,8.793767783620323,0.4734259155092657
46628.65000005922,F1,1,0.4734259155092657,3.116061404863711,5.533601767543522,27.283260088530028,1,1,2.8595488457898712,1.890374715901516,9.320436707467941,0.4734259155092657
47526.67000006068,F1,1,0.4734259155092657,3.0355207927826124,5.852805222472624,25.706614546795016,1,1,2.784599173356553,1.9923435501505604,8.750745282255663,0.4734259155092657
48179.08000006173,F1,1,0.4734259155092657,3.021450285504242,5.826102816343509,25.897676008699477,1,1,2.7709543511579082,1.9782419971281633,8.793506040557855,0.4734259155092657
48378.43000006206,F1,1,0.4734259155092657,3.019146701497004,5.84937704636102,25.191169553556804,1,1,2.7686188862970105,1.9846245334378765,8.547066247521984,0.4734259155092657
48596.0500000624,F1,1,0.4734259155092657,3.0266815518798817,5.843410461774576,25.640663203770625,1,1,2.775285810505539,1.9809514333280034,8.692339663157052,0.4734259155092657
48904.75000006291,F1,1,0.4734259155092657,3.0463920504319497,5.643003028296441,25.511047686646105,1,1,2.7930148094231897,1.910769137492596,8.638259157458053,0.4734259155092657
49447.81000006378,F1,1,0.4734259155092657,3.131869392813218,5.476504390412907,27.14066300342521,1,1,2.8707661826777224,1.8506041912021787,9.171292694308917,0.4734259155092657
