c_center,observed_count,expected_GUE,z_local_detrend
0.4225,1428,1469.321570585433,-1.2689659152960937
0.4235,1437,1471.936771041716,-1.1041678769842427
0.4245,1498,1474.533120395018,0.40896290919248524
0.4255,1531,1477.110615731894,1.1905982831995727
0.4265,1495,1479.6692541389,0.16618441223258604
0.4275,1484,1482.2090327025905,-0.2354526820600874
0.4285,1507,1484.7299485095218,0.29712063031070785
0.4295,1550,1487.231998646249,1.333738780215019
0.4305,1549,1489.7151801993264,1.2507700562875534
0.4315,1515,1492.1794902553104,0.30699044674082193
0.4325,1606,1494.6249259007561,2.565357199240057
0.4335,1452,1497.0514842222192,-1.483182244397989
0.4345,1461,1499.4591623062538,-1.357160978957908
0.4355,1535,1501.8479575684055,0.497104776379979
0.4365,1532,1504.2178749909626,0.37854576325169764
0.4375,1505,1506.5689271229578,-0.38774446012019853
0.4385,1537,1508.9011268424135,0.37287397289887947
0.4395,1518,1511.214487027352,-0.19577958016758834
0.4405,1584,1513.509020555795,1.4550864141010942
0.4415,1555,1515.784740305764,0.628525949227807
0.4425,1546,1518.0416591552823,0.33705563072988165
0.4435,1541,1520.2797899823715,0.1772197336255957
0.4445,1565,1522.4991456650528,0.7020911900153387
0.4455,1530,1524.6997390813488,-0.25731367586589043
0.4465,1470,1526.881583109282,-1.7876713600821912
0.4475,1510,1529.044690626874,-0.8173771840840518
0.4485,1586,1531.1890745121466,1.0405575562500233
0.4495,1493,1533.3147476431225,-1.3592132399079848
0.4505,1512,1535.4217232067654,-0.9371506345930662
0.4515,1576,1537.5100214956972,0.6498555135755428
0.4525,1593,1539.5796699082,0.985296350527035
0.4535,1516,1541.6306961514986,-1.041509230544405
0.4545,1576,1543.6631279328144,0.426557991113396
0.4555,1554,1545.6769929593727,-0.1652867644328399
0.4565,1553,1547.672318938396,-0.20000785717043992
0.4575,1588,1549.6491335771088,0.5764015806188001
0.4585,1633,1551.6074645827337,1.71333429332522
0.4595,1562,1553.5473396624946,-0.17622643829059825
0.4605,1530,1555.4687865236149,-1.0861372103610516
0.4615,1547,1557.3718328733182,-0.711409399589234
0.4625,1626,1559.256506418828,1.2288867912891566
0.4635,1512,1561.1228348673676,-1.7338871770252342
0.4645,1580,1562.970845926161,-0.07195501216494307
0.4655,1535,1564.800567587346,-1.2651099200054292
0.4665,1609,1566.6120343961052,0.5705899094031276
0.4675,1598,1568.4052874506629,0.17943576433160044
0.4685,1595,1570.1803681341594,0.07076144862995966
0.46950000000000003,1604,1571.9373178297344,0.24258831634924713
0.47050000000000003,1585,1573.6761779205278,-0.2758335114646953
0.47150000000000003,1546,1575.3969897896798,-1.299365669810111
0.47250000000000003,1597,1577.0997948203294,-0.11367047919456089
0.47350000000000003,1581,1578.784634395618,-0.5767128926854718
0.47450000000000003,1506,1580.4515498986843,-2.49105899179655
0.47550000000000003,1622,1582.100582712669,0.3064249325566612
0.47650000000000003,1609,1583.7317742207115,-0.06691294387883925
0.47750000000000004,1686,1585.3451658059525,1.8176308131998682
0.47850000000000004,1634,1586.9407988515306,0.496844584772848
0.47950000000000004,1612,1588.5187147405875,-0.11021980227829294
0.4805,1620,1590.0789551137013,0.043868370105300855
0.4815,1568,1591.6215675325773,-1.2919503869998785
0.4825,1734,1593.1466054800414,2.7557705358773856
0.4835,1607,1594.6541226963625,-0.4702201812481869
0.4845,1644,1596.1441729218068,0.5036356818729384
0.4855,1670,1597.6168098966425,1.0906771341000123
0.4865,1645,1599.0720873611372,0.3622640383932738
0.4875,1632,1600.5100590555571,-0.025716235043694476
0.4885,1696,1601.930778720171,1.5644455321608477
0.4895,1635,1603.3343000952452,-0.018907495871263103
0.4905,1646,1604.720676921048,0.2613379179461665
0.4915,1630,1606.0899629378466,-0.20974701875829788
0.4925,1788,1607.4422118859081,3.6571297267363536
0.4935,1614,1608.777477505501,-0.6919490205711052
0.4945,1650,1610.0958135368915,0.16542390921277442
0.4955,1652,1611.3972739474416,0.17743480835371173
0.4965,1628,1612.6819179276833,-0.44559004821915443
0.4975,1654,1613.9498098913168,0.14586390260681062
0.4985,1640,1615.2010144791386,-0.26158002607199665
0.4995,1674,1616.4355963319438,0.49856140135229526
0.5005,1691,1617.653620090528,0.8444993375577349
0.5015000000000001,1613,1618.8551503956865,-1.0946959225802233
0.5025,1643,1620.0402518882145,-0.37892722020629743
