bootstrap_sample,xi_estimate
696,-0.052751657472623406
697,-0.15261013692447672
698,-0.21437902347692916
699,-0.21894769921759294
700,-0.1678230044028829
701,-0.16627665264580227
702,-0.12807319290167274
703,-0.09561276652116588
704,-0.19270999131609934
705,-0.10294056985134539
706,-0.16766994762331422
707,-0.04462634938377846
708,-0.01348536417901074
709,-0.2610230491595259
710,-0.11030635305867982
711,-0.09638666406311627
712,-0.18436729738596974
713,-0.17539000268605898
714,-0.07959316323011367
715,-0.12342314992561879
716,-0.16910761679852754
717,-0.07258762802951538
718,-0.11104870462645798
719,-0.19833360149433957
720,-0.13651716071277917
721,-0.08224564416246642
722,-0.1881555109883878
723,-0.1270135749455314
724,-0.08738693439458614
725,-0.1707315389241787
726,-0.19441573112688126
727,-0.13716355809717767
728,-0.12300803925765161
729,-0.1287202180667879
730,-0.10474425568353748
731,-0.1871056080726173
732,-0.13293075592680115
733,-0.10404067635155169
734,-0.17054230400991433
735,-0.20173490657335424
736,-0.14739426844630746
737,-0.15370377374266558
738,-0.11930937021215407
739,-0.142425818164653
740,-0.23299694594487094
741,-0.21698947402914615
742,-0.16888032766365896
743,-0.01861424055822226
744,-0.20670184810638356
745,-0.10886387922207305
746,-0.15837219657774476
747,-0.0977330982395235
748,-0.20352956774326375
749,-0.17844182477797652
750,-0.19580510121452063
751,-0.07527741842803468
752,-0.09432839722199476
753,-0.13011469431700545
754,-0.15020744200442696
755,-0.04142399689954691
756,-0.10905452948142119
757,-0.11574587748519197
758,-0.12043840338146897
759,-0.0980545405768622
760,-0.15462570734484427
761,-0.1252435559264538
762,-0.08766839678818408
763,-0.1363961884980958
764,-0.22305002474618746
765,-0.11097652450272037
766,-0.09802558697886504
767,-0.1746280174351757
768,-0.09402053470806399
769,-0.09558566062084775
770,-0.15340557235458002
771,-0.07785782767738791
772,-0.15201659359555572
773,-0.16021300028077096
774,-0.117017528583476
775,-0.06262628738533968
776,-0.09695550927245267
777,-0.09451314045338441
778,-0.15178115476926923
779,-0.1025617395705465
780,-0.15008525881782636
781,-0.189338611281618
782,-0.2143673956229616
783,-1.2119030214978603
784,-0.16184682803341424
785,-0.20537022641639885
786,-0.10474142191447511
787,-0.19315119686200533
788,-0.17967972643818897
789,-0.1345486490684668
790,-0.07848489451578741
791,-0.13077354921921103
792,-0.18207058865174608
793,-0.06623142955008712
794,-0.14949669172059102
795,-0.21649573682689904
796,-0.1692364828764082
797,-0.13251358433948301
798,-0.12949974683595533
799,-0.22950730993176147
800,-0.10472216862665604
801,-0.15820059597284902
802,-0.1259939968396691
803,-0.11279702746260192
804,-0.1264422231222862
805,-0.2518425362108929
806,0.008064585795557388
807,-0.1554387673792651
808,-0.12092491403863151
809,-0.14189991788855877
810,-0.24990043468294254
811,-0.18806423180967324
